Source,location,lat,long
"Marret et al., 221",HERMES44,44.666,31.29105
"Marret et al., 222",7MUC5,42.98,32.01
"Marret et al., 223",14MUC7,44.58,36.35
"Marret et al., 224",17MUC4,44.68,36.03
"Marret et al., 225",20MUC3,43.95,35.63
"Marret et al., 226",24MUC1,41.46,37.18
"Marret et al., 227",32-23MUC,43.51,32.46
"Marret et al., 228",42-3MUC,44.65,32.23
"Marret et al., 229",59-1MUC,41.7,36.91
"Marret et al., 230",Ash3,44.51,37.95
"Marret et al., 231",26-2MUC,45.01,31.13
"Marret et al., 232",28-1MUC,44.75,31.38
"Marret et al., 233",29-11MUC,44.56,31.55
"Marret et al., 234",30-4MUC,44.26,31.81
"Marret et al., 235",31-4MUC,43.9,32.16
"Marret et al., 236",37-2MUC,44.65,32.23
"Marret et al., 237",43-6MUC,44.26,36.3
"Marret et al., 238",44-1MUC,44.38,36.05
"Marret et al., 239",47-1MUC,44.6,36.4
"Marret et al., 240",48-3MUC,44.76,36.45
"Marret et al., 241",49-1MUC,44.46,36.18
"Marret et al., 242",51-1MUC,42.03,36.71
"Marret et al., 243",54-1MUC,41.96,36.71
"Marret et al., 244",55-2MUC,41.9,36.76
"Marret et al., 245",66-15MUC,43.51,36.08
"Marret et al., 246",Ash 04,44.53,38.01
"Marret et al., 247",GeoB7625-2,41.44033333,31.06666667
"Marret et al., 248",GC27,44.83773333,32.02
"Marret et al., 249",GC49,44.8512,31.98663333
"Marret et al., 250",GGC4,41.838833,28.687167
"Marret et al., 251",GGC7,41.835833,28.690167
"Marret et al., 252",GGC72,42.207,34.053833
"Marret et al., 253",AII 1451,43.57,29.525
"Marret et al., 254",B2KS33 0-1,42.83835333,32.59295333
"Marret et al., 255",B2KS38 0-1,43.80424,30.40111
"Marret et al., 256",Core 22-MUC-1,42.22196667,36.48883333
"Marret et al., 257",Core 25-MUC-2,42.1021,36.62126667
"Marret et al., 258",SH1,45.665,31.61666667
"Marret et al., 259",SH2,45.665,31.61666667
"Marret et al., 260",SH5,45.417,31.21716667
"Marret et al., 261",SH6,45.2515,31.33366667
"Marret et al., 262",SH7,45.24983333,31.6275
"Marret et al., 263",DM18,40.83075,27.8771
"Marret et al., 264",SOA 131,46.522,37.47617
"Marret et al., 265",SOA 48,46.8166,37.54403
"Marret et al., 266",N4(A),45.33946667,36.47165
"Marret et al., 267",US01,38.73,53.18
"Marret et al., 268",US24,43.31806667,49.1002
"Marret et al., 269",US26,43.32266667,49.093
"Marret et al., 270",AS17-5,46.51777778,60.69861111
"Marret et al., 271",KBG0801,41.85,53
"Marret et al., 272",CS10,36.80694444,52.55077778
"Marret et al., 273",CS03,37.59119444,49.57127778
"Marret et al., 274",Torkmen20,37.08333333,53.58333333
"Marret et al., 275",Astara20s,38.4,49.01666667
"Marret et al., 276",Astara20w,38.4,49.01666667
"Marret et al., 277",Astara100,38.36666667,49.13333333
"Marret et al., 278",Babolsar_100,36.81666667,52.65
"Marret et al., 279",Babolsar_20,36.76666667,52.66666667
"Marret et al., 280",Anzali100,37.6,49.53333333
"Marret et al., 281",Anzali20,37.5,49.48333333
"Marret et al., 282",BTorkman1,36.89713889,54.04427778
"Marret et al., 283",BTorkman2,36.89925,54.04613889
"Marret et al., 284",TR1,37.06213889,54.03306111
"Marret et al., 285",Anzali09,37.44905556,49.3805
"Marret et al., 286",Anzali3,37.48,49.31
"Marret et al., 287",Anzali2,37.45,49.36
"Marret et al., 288",AnzaIi1,37.4,49.48
"Marret et al., 289",Anzali4,37.41,49.43
"Marret et al., 290",Anzali6,37.41,49.41
"Marret et al., 291",Awaza,39.95,52.85
"Marret et al., 292",Elet,39.95,49.4
"Marret et al., 293",Gorgan 1,36.95,53.98
"Marret et al., 294",Gorgan 2,36.95,53.93
"Marret et al., 295",Gorgan 3,36.96,53.9
"Marret et al., 296",Gorgan 4,36.96,53.81
"Marret et al., 297",Gorgan 5,36.98,53.76
"Marret et al., 298",Gorgan 6,36.98,53.73
"Marret et al., 299",Gorgan 7,36.98,53.68
"Marret et al., 300",Gorgan 13,36.95,53.25
"Marret et al., 301",Gorgan 12,36.96,53.2
"Marret et al., 302",Gorgan 11,36.98,53.16
"Marret et al., 303",Gorgan 10,36.98,53.13
"Marret et al., 304",Gorgan 9,36.98,53.1
"Marret et al., 305",Gorgan 8,37,53.06
"Marret et al., 306",M14GB1,37.5,49.93
"Marret et al., 307",M14GB2,37.48,48.96
"Marret et al., 308",NSM1,37.48,49.9
"Marret et al., 309",NSM2,37.53,49.9
"Marret et al., 310",NSM3,37.55,49.88
"Marret et al., 311",NSM4,37.56,49.88
"Marret et al., 312",NSM5,37.58,49.88
"Marret et al., 313",CH2/1,45.96,59.23
"Marret et al., 314",AS-saltpond,45.039,58.58
"Marret et al., 315",4209,30.35,-11.08
"Marret et al., 316",4207,30.86,-11.07
"Marret et al., 317",4206,31.49,-11.01
"Marret et al., 318",4205,32.18,-11.64
"Marret et al., 319",4204,32.01,-11.94
"Marret et al., 320",4202,32.47,-13.66
"Marret et al., 321",4211,30.19,-10.82
"Marret et al., 322",4212,29.6,-10.95
"Marret et al., 323",4214,29.78,-11.19
"Marret et al., 324",4215,30.03,-11.55
"Marret et al., 325",4221,29.77,-12.33
"Marret et al., 326",4223,29.01,-12.46
"Marret et al., 327",4228,29.47,-12.99
"Marret et al., 328",4237,28.72,-13.01
"Marret et al., 329",4239,28.49,-13.18
"Marret et al., 330",4241,29.15,-15.46
"Marret et al., 331",6872,-0.33,8.03
"Marret et al., 332",6871,-0.72,6.93
"Marret et al., 333",6867,-2.2,5.1
"Marret et al., 334",6865,2.67,6.05
"Marret et al., 335",6864,3.15,6.28
"Marret et al., 336",6863,3.38,6.4
"Marret et al., 337",6862,3.53,6.48
"Marret et al., 338",6861,3.62,6.5
"Marret et al., 339",6860,3.72,6.48
"Marret et al., 340",6859,3.9,6.48
"Marret et al., 341",6856,4.8,3.4
"Marret et al., 342",6855,5.5,3.77
"Marret et al., 343",6854,6.02,3.6
"Marret et al., 344",6852,6.07,3.63
"Marret et al., 345",6850,6.1,3.67
"Marret et al., 346",6849,6.17,3.7
"Marret et al., 347",6848,6.27,3.73
"Marret et al., 348",6845,5.55,1.15
"Marret et al., 349",6844,5.72,1.15
"Marret et al., 350",6843,5.77,1.15
"Marret et al., 351",6842,5.32,1.15
"Marret et al., 352",6841,5.32,1.15
"Marret et al., 353",6838,4.65,1.18
"Marret et al., 354",6837,3.67,0.73
"Marret et al., 355",6836,4.15,-1.08
"Marret et al., 356",6835,4.23,-1.15
"Marret et al., 357",6833,4.32,-1.15
"Marret et al., 358",6832,4.33,-1.13
"Marret et al., 359",6831,4.35,-1.15
"Marret et al., 360",6830,4.35,-1.15
"Marret et al., 361",6829,4.38,-1.15
"Marret et al., 362",6828,4.42,-1.13
"Marret et al., 363",6827,4.97,-1.13
"Marret et al., 364",6825,4.67,-1.78
"Marret et al., 365",6824,4.77,-2.2
"Marret et al., 366",6823,4.67,-2.23
"Marret et al., 367",6821,4.55,-2.3
"Marret et al., 368",6820,4.5,-2.3
"Marret et al., 369",6819,4.43,-2.33
"Marret et al., 370",6818,4.38,-2.37
"Marret et al., 371",6817,4.32,-2.38
"Marret et al., 372",6815,4.97,-4.52
"Marret et al., 373",6807,3.72,-3.05
"Marret et al., 374",6806,4.95,-4.55
"Marret et al., 375",6805,4.8,-4.58
"Marret et al., 376",6804,4.47,-4.67
"Marret et al., 377",6800,4.47,-6.43
"Marret et al., 378",6799,4.43,-6.43
"Marret et al., 379",6798,4.33,-6.4
"Marret et al., 380",6797,4.23,-6.35
"Marret et al., 381",6788,4.43,-9.27
"Marret et al., 382",6778,4.13,-9.73
"Marret et al., 383",6776,3.73,-11.38
"Marret et al., 384",6772,-1.33,-11.97
"Marret et al., 385",6769,6.12,-16.27
"Marret et al., 386",6768,7.62,-15.17
"Marret et al., 387",6767,8.1,-14.72
"Marret et al., 388",6766,8.28,-14.53
"Marret et al., 389",6765,8.32,-14.48
"Marret et al., 390",6764,8.37,-14.43
"Marret et al., 391",6558,8.75,-16.78
"Marret et al., 392",6755,9.25,-16.85
"Marret et al., 393",6437,16.93,-17.92
"Marret et al., 394",6425,9.13,-19.02
"Marret et al., 395",6421,9.88,-17.87
"Marret et al., 396",6414,9.97,-19.25
"Marret et al., 397",6407,9.03,-21.95
"Marret et al., 398",6405,12.25,-21.4
"Marret et al., 399",6404,12.67,-21.28
"Marret et al., 400",6402,14.42,-20.57
"Marret et al., 401",2301-1,-5.06,11.11
"Marret et al., 402",2302-1,-5.1,10.09
"Marret et al., 403",2304-1,-12.02,12.45
"Marret et al., 404",2305-1,-11.93,13.25
"Marret et al., 405",2306-1,-11.92,13.38
"Marret et al., 406",2307-1,-14.23,11.51
"Marret et al., 407",2308-1,-16.72,11.03
"Marret et al., 408",2309-1,-16.57,10.84
"Marret et al., 409",2310-1,-22.26,12.54
"Marret et al., 410",3812-2,-31.615,-19.76
"Marret et al., 411",3822-1,-27.627,-37.95
"Marret et al., 412",3825-1,-26.233,-36.33
"Marret et al., 413",3826-2,-25.32,-38.007
"Marret et al., 414",3827-1,-25.032,-38.548
"Marret et al., 415",3906-9,-7.465,-28.105
"Marret et al., 416",3908-11,-0.005,-23.433
"Marret et al., 417",3909-1,-3.543,-36.21
"Marret et al., 418",3910-3,-4.245,-36.347
"Marret et al., 419",3911-1,-4.613,-36.635
"Marret et al., 420",3912-2,-3.665,-37.718
"Marret et al., 421",3913-2,-2.897,-38.313
"Marret et al., 422",3914-3,-2.725,-38.228
"Marret et al., 423",3916-1,1.698,-48.432
"Marret et al., 424",3918-1,3.705,-50.405
"Marret et al., 425",3925-2,5.143,-47.53
"Marret et al., 426",3935-1,12.613,-59.388
"Marret et al., 427",3936-2,12.72,-59.003
"Marret et al., 428",3937-1,12.558,-58.765
"Marret et al., 429",3938-2,12.257,-58.33
"Marret et al., 430",3939-1,12.588,-58.098
"Marret et al., 431",4401-3,4.798,-43.762
"Marret et al., 432",4404-2,6.057,-43.738
"Marret et al., 433",4408-3,3.668,-46.128
"Marret et al., 434",4412-3,5.722,-44.36
"Marret et al., 435",4417-5,5.138,-46.575
"Marret et al., 436",4418-2,9.256,-54.06
"Marret et al., 437",4423-3,17.883,-45.235
"Marret et al., 438",4424-2,18.2,-44.017
"Marret et al., 439",4306-1,8.368,-38.022
"Marret et al., 440",4311-1,3.993,-34.135
"Marret et al., 441",4319-11,-3.913,-25.685
"Marret et al., 442",1703,-17.45,11.01
"Marret et al., 443",1704,-19.4,11.62
"Marret et al., 444",1705,-19.5,11.38
"Marret et al., 445",1706,-19.57,11.18
"Marret et al., 446",1707,-19.7,10.65
"Marret et al., 447",1710,-23.43,11.68
"Marret et al., 448",1711,-23.32,12.37
"Marret et al., 449",1712,-23.25,12.8
"Marret et al., 450",1713,-23.22,13.02
"Marret et al., 451",1714,-23.13,13.55
"Marret et al., 452",1715,-26.48,11.63
"Marret et al., 453",1716,-27.95,14
"Marret et al., 454",1717,-28.2,14.42
"Marret et al., 455",1718,-28.7,15.21
"Marret et al., 456",1719,-28.93,14.17
"Marret et al., 457",1720,-29,13.83
"Marret et al., 458",1721,-29.18,13.08
"Marret et al., 459",1722,-29.45,11.75
"Marret et al., 460",1724,-29.96,8.05
"Marret et al., 461",1728,-29.83,2.4
"Marret et al., 462",1729,-28.9,1
"Marret et al., 463",2001,-31.88,16.17
"Marret et al., 464",2007,-30.43,12.15
"Marret et al., 465",2008,-31.08,11.72
"Marret et al., 466",2009,-32.08,10.85
"Marret et al., 467",2011,-35.58,8.27
"Marret et al., 468",3601,-34.63,17.87
"Marret et al., 469",3602,-34.8,17.75
"Marret et al., 470",3603,-35.12,17.53
"Marret et al., 471",3604,-31.78,15.5
"Marret et al., 472",3605,-31.45,15.3
"Marret et al., 473",3606,-25.46,13.08
"Marret et al., 474",3607,-23.88,14.33
"Marret et al., 475",3608,-22.37,12.2
"Marret et al., 476",3717,-24.83,13.35
"Marret et al., 477",3718,-24.9,13.17
"Marret et al., 478",3719,-25,12.87
"Marret et al., 479",3720,-25.07,12.67
"Marret et al., 480",3721,-25.15,12.4
"Marret et al., 481",3723,-25.4,11.53
"Marret et al., 482",3724,-26.13,8.93
"Marret et al., 483",T89-11,-4.23,6.03
"Marret et al., 484",T89-12,-5.2,7.96
"Marret et al., 485",T89-13,-4.1,9.23
"Marret et al., 486",T89-14,-3.5,9.68
"Marret et al., 487",T89-15,-4.2,10.05
"Marret et al., 488",T89-16,-4.7,11.21
"Marret et al., 489",T89-17,-6.81,7.8
"Marret et al., 490",T89-19,-6.03,9.95
"Marret et al., 491",T89-20,-7.3,11.53
"Marret et al., 492",T89-21,-7.26,11.98
"Marret et al., 493",T89-22,-7.11,12.06
"Marret et al., 494",T89-23,-8.5,12.76
"Marret et al., 495",T89-24,-8.9,12.05
"Marret et al., 496",T89-25,-9.36,10.6
"Marret et al., 497",T89-31,-14.88,9.16
"Marret et al., 498",T89-32,-14.95,10.66
"Marret et al., 499",T89-33,-14.96,11.61
"Marret et al., 500",T89-34,-15,11.96
"Marret et al., 501",T89-35,-17.26,11.2
"Marret et al., 502",T89-36,-22.6,13.83
"Marret et al., 503",T89-40,-21.6,6.8
"Marret et al., 504",T89-41,-20.8,6
"Marret et al., 505",T89-42,-19.93,4.78
"Marret et al., 506",T89-47,-8.78,4.41
"Marret et al., 507",T78-27,-5.86,10.98
"Marret et al., 508",T78-28,-6,10.71
"Marret et al., 509",T78-29,-5.98,10.4
"Marret et al., 510",T78-30,-5.98,9.93
"Marret et al., 511",T78-34,-6.81,7.33
"Marret et al., 512",T78-37,-8.25,5.45
"Marret et al., 513",T80-5,-9.91,3.85
"Marret et al., 514",T80-7,-7,9.01
"Marret et al., 515",T80-8,-6.8,9.86
"Marret et al., 516",T80-10,-6.21,10.56
"Marret et al., 517",KR88-01,-46.66666667,79.48333333
"Marret et al., 518",KR88-03,-46.06666667,90.1
"Marret et al., 519",KR88-04,-49.91666667,100.0833333
"Marret et al., 520",KR88-02,-45.75,82.93333333
"Marret et al., 521",KR88-07,-47.13333333,145.7833333
"Marret et al., 522",KR88-08,-49.25,148.8
"Marret et al., 523",KR88-09,-50.58333333,147.15
"Marret et al., 524",KR88-10,-54.18333333,144.7833333
"Marret et al., 525",KR88-13,-57.93333333,144.5833333
"Marret et al., 526",KR88-15,-63.3,141.9166667
"Marret et al., 527",KR88-16,-64.76666667,141.2166667
"Marret et al., 528",KR88-18,-65.73333333,138.2
"Marret et al., 529",KR88-24,-63.73333333,116.7333333
"Marret et al., 530",KR88-25,-64.28333333,115.7
"Marret et al., 531",KR88-29,-62.48333333,95.88333333
"Marret et al., 532",KR88-30,-61,93.18333333
"Marret et al., 533",MD94-02,-45.58333333,86.51666667
"Marret et al., 534",MD94-04,-50.36666667,90.25
"Marret et al., 535",MD94-05,-48.8,89.53333333
"Marret et al., 536",MD94-06,-44.65,90.06666667
"Marret et al., 537",MD94-07,-41.71666667,90.26666667
"Marret et al., 538",MD94-12,-33.52,109.15
"Marret et al., 539",MD94-13,-33.53,109.3
"Marret et al., 540",TAS 67 GC 18,-41.38333333,144.2333333
"Marret et al., 541",TAS 67 GC 44,-42.23333333,142.5166667
"Marret et al., 542",TAS 67 GC 45,-42.21666667,142.8666667
"Marret et al., 543",TAS 67 GC 46,-42.2,144.4
"Marret et al., 544",TAS 67 GC 47,-42.16666667,144.6666667
"Marret et al., 545",TAS 67 GC 49,-42.16666667,144.7333333
"Marret et al., 546",TAS 67 GC 50,-41.5,144.28
"Marret et al., 547",TAS 67 GC 51,-41.52,144.22
"Marret et al., 548",TAS 67 PC 01,-44.31666667,145.8833333
"Marret et al., 549",TAS 67 PC 02,-41.5,144.05
"Marret et al., 550",TAS 67 PC 03,-41.1,143.8333333
"Marret et al., 551",TAS 67 GC 04,-43.15,145.2
"Marret et al., 552",AUS E 53-21,-39.6,140.0666667
"Marret et al., 553",AUS E 53-22,-37.98333333,138.5
"Marret et al., 554",AUS E53-23,-37.98333333,138.5333333
"Marret et al., 555",AUS E53-25,-38.18333333,137.7666667
"Marret et al., 556",AUS E55-01,-39.33333333,142.5
"Marret et al., 557",AUS E 55-02,-39.3,142.5166667
"Marret et al., 558",AUS E55-03,-38.86666667,142
"Marret et al., 559",AUS E55-04,-38.6,141.1166667
"Marret et al., 560",AUS E55-05,-38.66666667,141.1166667
"Marret et al., 561",AUS E55-06,-38.85,141.05
"Marret et al., 562",AUS E55-07,-39.66666667,140.9833333
"Marret et al., 563",AUS E55-08,-39.81666667,140.6666667
"Marret et al., 564",AUS E55-09,-40.05,140.3833333
"Marret et al., 565",AUS E55-10,-40.1,139.6833333
"Marret et al., 566",AUS E27-30,-45.06666667,147.2166667
"Marret et al., 567",MD91-970,-41.1,52.91666667
"Marret et al., 568",MD91-972,-44.45,51.53333333
"Marret et al., 569",KR91-01,-47.95,68.65
"Marret et al., 570",KR91-02,-47.68333333,71.51666667
"Marret et al., 571",Q575,-45.32,-174.08
"Marret et al., 572",Q219,-45.02,174.99
"Marret et al., 573",Q215,-45.39,177.99
"Marret et al., 574",Q861,-40.24,179.4
"Marret et al., 575",R657,-42.38333333,-178.49
"Marret et al., 576",S924,-41.58,-171.5
"Marret et al., 577",U938,-45.08,-179.5
"Marret et al., 578",U950,-42.68,-176.91
"Marret et al., 579",E33-21,-56.43333333,-119.8
"Marret et al., 580",E34-6,-51.36666667,159.9333333
"Marret et al., 581",E34-7,-38.28333333,160.2333333
"Marret et al., 582",E34-9,-45.33333333,146.1
"Marret et al., 583",E34-11,-58.11666667,144.9333333
"Marret et al., 584",E36-23,-43.88333333,150.05
"Marret et al., 585",E36-25,-45.9,155.1333333
"Marret et al., 586",E36-27,-49.7,154.9
"Marret et al., 587",E36-43,-49.98333333,168.1166667
"Marret et al., 588",E43-5,-54.81666667,-175.1166667
"Marret et al., 589",E44-5,-51.25,165.05
"Marret et al., 590",E44-6,-51.96666667,161.3333333
"Marret et al., 591",TC041,-62.05,-40.58333333
"Marret et al., 592",TC046,-64.6,-64.8
"Marret et al., 593",PC054,-64.03333333,-67.25
"Marret et al., 594",KC064,-53.87,-48.34
"Marret et al., 595",KC073,-52.15,-41.16666667
"Marret et al., 596",KCO75,-52.66666667,-45.95
"Marret et al., 597",PC078,-55.55,-45
"Marret et al., 598",KC081,-56.73333333,-42.96666667
"Marret et al., 599",KC083,-59.36666667,-41.95
"Marret et al., 600",KC086,-64.16666667,-51.95
"Marret et al., 601",KC095,-51.93333333,-41.5
"Marret et al., 602",KC098,-53.33333333,-56.26666667
"Marret et al., 603",KC100,-52.83333333,-57.01666667
"Marret et al., 604",PC029,-56.42,-41.16
"Marret et al., 605",TC032,-60,-31.78
"Marret et al., 606",KC084,-59.88,-43.07
"Marret et al., 607",KC090,-63.87,-65.51
"Marret et al., 608",PS1459-4,-64.511,3.19
"Marret et al., 609",PS1585-1,-64.522,3.091
"Marret et al., 610",PS1650-1,-53.76,3.802
"Marret et al., 611",PS1651-2,-53.631,3.856
"Marret et al., 612",PS 1654-1,-53.664,5.099
"Marret et al., 613",PS 2230-1,-34.753,17.357
"Marret et al., 614",PS 2366-1,-51,-5.95
"Marret et al., 615",PS 2367-1,-49.117,-6
"Marret et al., 616",PS 2372-1,-53.983,-6
"Marret et al., 617",PS 2376-2,-48.567,-6
"Marret et al., 618",P72,-33.18,175.53
"Marret et al., 619",Z3200,-33.65,174.15
"Marret et al., 620",P81,-34.02,173.51
"Marret et al., 621",I369,-34.19,173.04
"Marret et al., 622",U178,-34.91,178
"Marret et al., 623",U175,-35.38,177.95
"Marret et al., 624",U169,-35.94,177.47
"Marret et al., 625",S793,-36.32,176.8
"Marret et al., 626",Z7003,-36.69,176.24
"Marret et al., 627",S931,-39.46,-176.41
"Marret et al., 628",Q859,-39.94,-178.49
"Marret et al., 629",S938,-40.33,179.99
"Marret et al., 630",P69,-40.4,177.99
"Marret et al., 631",R623,-43.2,-174
"Marret et al., 632",W266,-42.22,179.36
"Marret et al., 633",U951,-42.72,176.91
"Marret et al., 634",F756,-43.02,175.57
"Marret et al., 635",F755,-43,174.5
"Marret et al., 636",E48,-43.33,173.36
"Marret et al., 637",Q220,-44.29,174.98
"Marret et al., 638",H380,-44.35,172.65
"Marret et al., 639",H534,-45.34,172.69
"Marret et al., 640",Q582,-46.6,-177.92
"Marret et al., 641",H550,-46.45,-179.24
"Marret et al., 642",Q206,-46.08,176.49
"Marret et al., 643",Q203,-45.96,175.06
"Marret et al., 644",H564,-47.04,174.08
"Marret et al., 645",Q585,-49.67,-177.99
"Marret et al., 646",F111,-48.95,174.98
"Marret et al., 647",F104,-48.67,170.81
"Marret et al., 648",B32,-53.63,169.87
"Marret et al., 649",D178,-51.72,167.83
"Marret et al., 650",St1B,-52.784,-73.278
"Marret et al., 651",St2A,-52.792,-73.291
"Marret et al., 652",St3A,-52.749,-73.262
"Marret et al., 653",St4A,-52.777,-73.475
"Marret et al., 654",St5A,-52.79,-73.649
"Marret et al., 655",ODP 1232c,-39.883,-75.9
"Marret et al., 656",ODP1233b,-41,-74.45
"Marret et al., 657",ODP1234a,-36.216,-73.683
"Marret et al., 658",ODP1235a,-36.15,-73.567
"Marret et al., 659",FD75-3 01,-32.955,-72.715
"Marret et al., 660",FD75-3 03,-30.573,-72.625
"Marret et al., 661",FD75-3 04,-27.47,-71.93
"Marret et al., 662",M8011-1,-25.698,-71.535
"Marret et al., 663",M8011-2,-27.913,-72.02
"Marret et al., 664",M8011-3,-29.278,-72.318
"Marret et al., 665",M8011-4,-42.11,-75.585
"Marret et al., 666",M8011-5,-42.067,-75.448
"Marret et al., 667",M8011-7,-42.07,-75.743
"Marret et al., 668",M8011-8,-42.042,-75.812
"Marret et al., 669",M8011-9,-41.965,-75.683
"Marret et al., 670",M8011-10,-42.082,-75.537
"Marret et al., 671",M8011-11,-40.483,-75.243
"Marret et al., 672",M8011-12,-40.495,-75.145
"Marret et al., 673",M8011-13,-39.657,-75.172
"Marret et al., 674",M8011-14,-39.66,-75.188
"Marret et al., 675",M8011-15,-39.665,-75.247
"Marret et al., 676",M8011-16,-39.745,-74.983
"Marret et al., 677",M8011-17,-36.897,-74.648
"Marret et al., 678",M8011-18,-36.853,-74.423
"Marret et al., 679",M8011-19,-36.872,-74.488
"Marret et al., 680",M8011-20,-32.518,-72.698
"Marret et al., 681",M8011-21,-33.007,-72.497
"Marret et al., 682",RR9702A-01,-50.65,-76.955
"Marret et al., 683",RR9702A-06,-46.883,-76.6
"Marret et al., 684",RR9702A-08,-46.35,-76.667
"Marret et al., 685",RR9702A-10,-46.317,-76.538
"Marret et al., 686",RR9702A-12,-43.417,-76.25
"Marret et al., 687",RR9702A-14,-43.537,-76.483
"Marret et al., 688",RR9702A-20,-39.967,-74.467
"Marret et al., 689",RR9702A-22,-40.008,-74.117
"Marret et al., 690",RR9702A-27,-40.479,-75.915
"Marret et al., 691",RR9702A-29,-37.847,-75.748
"Marret et al., 692",RR9702A-31,-37.674,-75.431
"Marret et al., 693",RR9702A-34,-36.533,-73.447
"Marret et al., 694",RR9702A-39,-36.167,-73.571
"Marret et al., 695",RR9702A-42,-36.167,-73.682
"Marret et al., 696",RR9702A-44,-35.758,-73.013
"Marret et al., 697",RR9702A-46,-33.277,-73.533
"Marret et al., 698",1172C,-43.959,149.928
"Marret et al., 699",593A,-40.508,167.675
"Marret et al., 700",588B,-26.112,161.227
"Marret et al., 701",592,-36.473,165.442
"Marret et al., 702",1170C,-47.15,146.05
"Marret et al., 703",1169A,-47.065,145.237
"Marret et al., 704",1171C,-48.5,149.112
"Marret et al., 705",590-B,-31.167,163.359
"Marret et al., 706",1168C,-42.609,144.413
"Marret et al., 707",587,-21.185,161.333
"Marret et al., 708",01BC,-48.73,173.733
"Marret et al., 709",11BC,-63.632,-169.318
"Marret et al., 710",10MC1,-53.042,-174.688
"Marret et al., 711",02BC,-57.813,174.232
"Marret et al., 712",820B,-16.637,146.304
"Marret et al., 713",830A,-15.95,166.78
"Marret et al., 714",1119C,-44.756,172.394
"Marret et al., 715",TAN0803-27,-49.5235,164.608667
"Marret et al., 716",TAN0803-9,-46.996667,166.061167
"Marret et al., 717",Q633,-38.463299,148.893295
"Marret et al., 718",H555,-45.923302,178.978302
"Marret et al., 719",J39,-37,170
"Marret et al., 720",J1037,-45.080002,172.971695
"Marret et al., 721",F150,-49.466702,174.466705
"Marret et al., 722",J668,-36.391701,177.651703
"Marret et al., 723",G944,-40.116699,179.985001
"Marret et al., 724",J484,-50.576698,168.993301
"Marret et al., 725",J1049,-44.5,178.733307
"Marret et al., 726",S569,-30.471701,171.985001
"Marret et al., 727",S0136-11,-42,170
"Marret et al., 728",Q703,-41.4,170.9166667
"Marret et al., 729",Q722,-42.2,169.6
"Marret et al., 730",SR223,-33.533,166.532
"Marret et al., 731",SR177,-31.508,156.905
"Marret et al., 732",SR167,-31.508,155.017
"Marret et al., 733",SR156,-31.565,153.555
"Marret et al., 734",06BC,-63.288,174.783
"Marret et al., 735",08MC1,-58.688,-169.979
"Marret et al., 736",05MC1,-63.11,-169.74
"Marret et al., 737",07MC1,-60.244,-170.186
"Marret et al., 738",10BC,-65.028,-168.777
"Marret et al., 739",1120C,-50.064,173.372
"Marret et al., 740",834B,-18.568,-177.862
"Marret et al., 741",824B,-16.445,147.762
"Marret et al., 742",1124A,-39.498,-176.532
"Marret et al., 743",1122C,-46.58,-177.394
"Marret et al., 744",823B,-16.616,146.784
"Marret et al., 745",840B,-22.221,-175.749
"Marret et al., 746",822A,-16.423,146.215
"Marret et al., 747",1123B,-41.786,-171.499
"Marret et al., 748",TAN803-127,-57.555167,160.8745
"Marret et al., 749",TAN803-40,-50.432167,164.2865
"Marret et al., 750",SO136-003,-42.3,169.883
"Marret et al., 751",Q723,-42.22,169.56
"Marret et al., 752",Q699,-42.41666667,169.3
"Marret et al., 753",J50,-36.666698,170.649994
"Marret et al., 754",J51,-36.866699,170.699997
"Marret et al., 755",X250,-36.671398,177.188705
"Marret et al., 756",Q636,-38.8167,149.014999
"Marret et al., 757",S631,-45.3283,172.111694
"Marret et al., 758",U203,-35.553299,159.096695
"Marret et al., 759",P933,-41.661701,165.218307
"Marret et al., 760",G820,-33.150002,162.600006
"Marret et al., 761",F88,-50.525002,168
"Marret et al., 762",J21,-39,169.649994
"Marret et al., 763",I168,-18.2633,-171.018295
"Marret et al., 764",U614,-31.584999,175.286697
"Marret et al., 765",G977,-33.860001,-174.066696
"Marret et al., 766",I171,-22.66,-174.986694
"Marret et al., 767",P937,-41.32,166.464996
"Marret et al., 768",59PC,-16.272,166.195
"Marret et al., 769",57PC,-18.057,167.19
"Marret et al., 770",1125B,-42.55,-178.166
"Marret et al., 771",H347,-44.54166667,173.4166667
"Marret et al., 772",H534,-45.34722222,172.6997222
"Marret et al., 773",H562,-45.86666667,175.4941667
"Marret et al., 774",A811,-44.39972222,171.3580556
"Marret et al., 775",A812,-44.6775,171.6472222
"Marret et al., 776",H531,-44.85555556,172.1441667
"Marret et al., 777",H533,-45.0525,172.3666667
"Marret et al., 778",S632,-45.31083333,172.4775
"Marret et al., 779",G678,-45.71666667,171.4166667
"Marret et al., 780",C169,-39.67,172.42
"Marret et al., 781",C266,-38.33,174.5
"Marret et al., 782",C293,-38.02,173.96
"Marret et al., 783",E405,-47.33,169.92
"Marret et al., 784",E411,-46.64,170.98
"Marret et al., 785",E441,-38.5,172.83
"Marret et al., 786",E453,-38,173.83
"Marret et al., 787",E544,-35.33,175.39
"Marret et al., 788",E577,-34.99,174.04
"Marret et al., 789",E898,-38,173.88
"Marret et al., 790",E900,-38.02,173.63
"Marret et al., 791",F58,-35.23,175.32
"Marret et al., 792",F59,-35.13,175.39
"Marret et al., 793",F137,-51.7,171.52
