location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,Age,pal_lat
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,complex,NA,33% in R. levis,"Mohr and Mao, 1997",0 in nan_n_CC21,FO,77.61,-58.771100000000004
748,Peridiniaceae,Palaeoperidinioideae,Palaeohystrichophora,infusorioides,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Peridiniaceae,Palaeoperidinioideae,Palaeoperidinium,parvum,NA,70% in CC22,"Mao and Mohr, 1992",0.7 in nan_n_CC22,LO,76.197,-59.46347
748,Peridiniaceae,Deflandreoideae,Pierceites,schizocystus,NA,55% in CC23,"Mao and Mohr, 1992",0.55 in nan_n_CC23,LO,73.9445,-60.567195
748,Gonyaulacaceae,Gonyaulacoideae,Pterodinium,cingulatum,NA,50% in R. levis,"Mohr and Mao, 1997",0.15 in nan_n_CC21,FO,77.4915,-58.829165
748,Gonyaulacaceae,Gonyaulacoideae,Pterodinium,cingulatum,cingulatum,10% in CC24,"Mao and Mohr, 1992",0.1 in nan_n_CC24,LO,72.10199999999999,-61.470020000000005
748,Peridiniaceae,Deflandreoideae,Satyrodinium,bengalense,NA,67% in CC22,"Mohr and Mao, 1997",0.67 in nan_n_CC22,FO,76.22370000000001,-59.450387
748,Peridiniaceae,Deflandreoideae,Satyrodinium,haumuriense,NA,10% CC24,"Mao and Mohr, 1992",0.1 in nan_n_CC24,FO,72.10199999999999,-61.470020000000005
748,Peridiniaceae,Deflandreoideae,Satyrodinium,haumuriense,NA,100% in CC24,"Mao and Mohr, 1992",1 in nan_n_CC24,LO,70.14,-62.4314
748,Gonyaulacaceae,other,Sepispinula,huguoniotti,NA,80% CC23,"Mao and Mohr, 1992",0.8 in nan_n_CC23,FO,73.042,-61.00942
748,Peridiniaceae,Deflandreoideae,Spinidinium,lanterna,NA,50% in C. costata,"Mohr and Mao, 1997",0 in stage_Campanian,FO,83.64,-57.418
748,Peridiniaceae,Deflandreoideae,Spinidinium,clavus,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Spinidinium,lanterna,NA,80% in CC22,"Mao and Mohr, 1992",0.8 in nan_n_CC22,LO,76.108,-59.50708
748,Peridiniaceae,Deflandreoideae,Spinidinium,uncinatum,NA,80% CC22,"Mao and Mohr, 1992",0.8 in nan_n_CC22,FO,76.108,-59.50708
748,Peridiniaceae,Deflandreoideae,Spinidinium,clavus,NA,10%v in CC23,"Mao and Mohr, 1992",0.1 in nan_n_CC23,LO,75.569,-59.77119
748,Peridiniaceae,Deflandreoideae,Spinidinium,uncinatum,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Peridiniaceae,Palaeoperidinioideae,Subtilisphaera,perlucida,NA,90% in CC23,"Mao and Mohr, 1992",0.9 in nan_n_CC23,LO,72.681,-61.18631
748,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,xanthiopyxides,NA,67% in B. dentata,"Mohr and Mao, 1997",0.22 in stage_Campanian,FO,81.0902,-57.54549
748,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,variecalamus,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,xanthiopyxides,NA,100% in CC24,"Mao and Mohr, 1992",1 in nan_n_CC24,LO,70.14,-62.4314
748,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,variecalamus,NA,20% in CC24,"Mao and Mohr, 1992",0.2 in nan_n_CC24,LO,71.884,-61.57684
748,Gonyaulacaceae,other,Trichodinium,castanea,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Gonyaulacaceae,other,Trichodinium,castanea,NA,75% in CC24,"Mao and Mohr, 1992",0.75 in nan_n_CC24,LO,70.685,-62.16435
748,Gonyaulacaceae,other,Trichodinium,fragile,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Areoligeraceae,all,Circulodinium,kukebaiense,NA,80% CC22,"Mao and Mohr, 1992",0.8 in nan_n_CC22,FO,76.108,-59.50708
748,Areoligeraceae,all,Circulodinium,kukebaiense,NA,25% in CC24,"Mao and Mohr, 1992",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Peridiniaceae,Deflandreoideae,Trithyrodinium,suspectum,NA,100% in CC23,"Mohr and Mao, 1997",1 in nan_n_CC23,LO,72.32,-61.363200000000006
748,Ceratiaceae,all,Xenascus,ceratioides,NA,0% in CC23,"Mohr and Mao, 1997",0 in nan_n_CC23,LO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Xenikoon,australis,NA,50% in A.p. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,89.045,-57.14775
748,Peridiniaceae,Deflandreoideae,Xenikoon,australis,NA,60% in CC24,"Mohr and Mao, 1997",0.6 in nan_n_CC24,LO,71.012,-62.00412
Marche,Gonyaulacaceae,Leptodinioideae,Acanthaulax,miocenica,NA,45% in C4n,"Zevenboom, 1995",0.45 in mag_C4n,FO,7.847,41.257769
Marche,Gonyaulacaceae,Leptodinioideae,Acanthaulax,miocenica,NA,55% in C4n,"Zevenboom, 1995",0.55 in mag_C4n,LO,7.789,41.273603
Marche,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,100% in C5An,"Zevenboom, 1995",1 in mag_C5An,FO,12.049,40.10686205162428
Marche,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,emslandense,NA,50% NN4,"Biffi and Manum, 1988",0.5 in nan_n_NN4,FO,16.43,38.90280770714698
Marche,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,spiridoides,NA,80% NN4,"Biffi and Manum, 1988",0.8 in nan_n_NN4,FO,15.518,39.153457687097514
Marche,Gonyaulacaceae,Leptodinioideae,Areosphaeridium,diktyoplokum,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,32.02,36.033778716327966
Marche,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,zevenboomii,NA,100% in C3Bn,"Zevenboom, 1995",1 in mag_C3Bn,LO,7.14,41.45078
Marche,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,zevenboomii,NA,0% in C4An,"Zevenboom, 1995",0 in mag_C4An,FO,9.105,40.914335
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,amiculum,NA,80% in NN4,"Biffi and Manum, 1988",0.8 in nan_n_NN4,LO,15.518,39.153457687097514
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,amiculum,NA,0% NP21,"Biffi and Manum, 1988",0 in nan_n_NP21,FO,34.44,35.42632704072114
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,pychnum,NA,50% in NN4,"Biffi and Manum, 1988",0.5 in nan_n_NN4,LO,16.43,38.90280770714698
Marche,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,pychnum,NA,80% NP25,"Biffi and Manum, 1988",0.8 in nan_n_NP25,FO,23.872,37.38699152997347
Marche,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,passio,NA,100% in C5Cr,"Zevenboom, 1995",1 in mag_C5Cr,LO,16.721,38.82283057538644
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,perforocresta,NA,50% in C3Bn,"Zevenboom, 1995",0.5 in mag_C3Bn,LO,7.176,41.440952
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,crassinascoensis,NA,50% in C5A.1n,"Zevenboom, 1995",0.5 in mag_C5An.1n,LO,12.1115,40.08968483260355
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,powelii,NA,100% in C5A.1n,"Zevenboom, 1995",1 in mag_C5An.1n,LO,12.049,40.10686205162428
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,crassinascoensis,NA,0% in C5Bn.1n,"Zevenboom, 1995",0 in mag_C5Bn.1n,FO,14.87,39.33155109390447
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,powelii,NA,50% in C5B.2n,"Zevenboom, 1995",0.75 in mag_C5Bn.2n,FO,15.064,39.27823300606412
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,perforocresta,NA,0% in C5n,"Zevenboom, 1995",0 in mag_C5n,FO,11.056,40.37977370742569
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,mediterranea,NA,25% N4,"Biffi and Manum, 1988",0.25 in plfor_A_N4,FO,22.905,37.52051680467074
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,mediterranea,NA,100% in N7,"Biffi and Manum, 1988",1 in plfor_A_N7,LO,16.38,38.916549482363564
Marche,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,poulsenii,NA,0% in C5r,"Zevenboom, 1995",0 in mag_C5r,LO,12.049,40.10686205162428
Marche,Areoligeraceae,all,Chiropteridium,galea,NA,50% in NN2,"Biffi and Manum, 1988",0.5 in nan_n_NN2,LO,20.55,37.8456998676615
Marche,Areoligeraceae,all,Chiropteridium,galea,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,FO,30.005000000000003,36.53957009085183
Marche,Areoligeraceae,all,Chiropteridium,lobospinosum,NA,75% in NP25,"Biffi and Manum, 1988",0.75 in nan_n_NP25,LO,24.057499999999997,37.361377322676326
Marche,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,0% in C4n,"Zevenboom, 1995",0 in mag_C4n,LO,8.108,41.186516
Marche,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,cantharellus,NA,100% in C5Dr,"Zevenboom, 1995",1 in mag_C5Dr,LO,17.533,38.59966414586908
Marche,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,funiculatum,NA,0% NP21,"Biffi and Manum, 1988",0 in nan_n_NP21,FO,34.44,35.42632704072114
Marche,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,funiculatum,NA,100% in NP21,"Biffi and Manum, 1988",1 in nan_n_NP21,LO,32.92,35.80786693614361
Marche,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,75% in P20,"Biffi and Manum, 1988",0.75 in plfor_A_P20,LO,29.455,36.616079835418304
Marche,Gonyaulacaceae,Cribroperidinioideae,Cousteaudinium,aubryae,NA,0% in C5Bn.1n,"Zevenboom, 1995",0 in mag_C5Bn.1n,FO,14.87,39.33155109390447
Marche,Gonyaulacaceae,Cribroperidinioideae,Cousteaudinium,aubryae,gonoperforatum,50% in 5Br,"Zevenboom, 1995",0.5 in mag_C5Br,FO,15.567,39.13999074738526
Marche,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,tenuitabulatum,NA,0% NN4,"Biffi and Manum, 1988",0 in nan_n_NN4,FO,17.95,38.485057740562745
Marche,Gonyaulacaceae,Cribroperidinioideae,Cribroperidinium,granomembranaceum,NA,60% NN4,"Biffi and Manum, 1988",0.6 in nan_n_NN4,FO,16.126,38.98635770046382
Marche,Gonyaulacaceae,other,Dalella,siciliense,NA,0% in C4An,"Zevenboom, 1995",0 in mag_C4An,LO,9.105,40.914335
Marche,Gonyaulacaceae,other,Dalella,siciliense,NA,50% in C5Ar,"Zevenboom, 1995",0.5 in mag_C5Ar,FO,12.753,39.91337785657475
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,NA,50% in C6An.1r,"Montanari et al., 1997",0.5 in mag_C6An.1r,LO,20.326,37.876630231190134
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,spinulosa,75% in NN1,"Biffi and Manum, 1988",0.75 in nan_n_NN1,LO,22.8975,37.52155241952103
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,arcuata,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,32.92,35.80786693614361
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,arcuata,NA,0% in NP25,"Biffi and Manum, 1988",0 in nan_n_NP25,LO,26.84,36.97716421321909
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,heterophlycta,NA,25% in NP25,"Biffi and Manum, 1988",0.25 in nan_n_NP25,LO,25.9125,37.10523524970483
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,heterophlycta,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,FO,30.005000000000003,36.53957009085183
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,spinulosa,50% P20,"Biffi and Manum, 1988",0.5 in plfor_A_P20,FO,29.73,36.57810729090771
Marche,Peridiniaceae,Deflandreoideae,Deflandrea,leptodermata,NA,100% in P22,"Biffi and Manum, 1988",1 in plfor_A_P22,LO,23.5,37.43835802654781
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,cavatum,NA,50% in C5ACN,"Zevenboom, 1995",0.5 in mag_C5ACn,LO,13.9045,39.59690477333676
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,cavatum,NA,0%in C6AAn,"Zevenboom, 1995",0 in mag_C6AAn,FO,21.159,37.76160794181803
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,apenninicum,NA,50% in C6Bn.1n,"Wilpshaar et al., 1996",0.5 in mag_C6Bn.1n,LO,21.8515,37.66598617064134
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,apenninicum,NA,50% in C6Bn.2n,"Wilpshaar et al., 1996",0.5 in mag_C6Bn.2n,FO,22.130000000000003,37.62753033920061
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,biffii,NA,60% in C6Cr,"Zevenboom, 1995",0.6 in mag_C6Cr,LO,23.5618,37.42982456018143
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,fusiforme,NA,0% N4,"Biffi and Manum, 1988",0 in plfor_A_N4,FO,23.5,37.43835802654781
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,0% NP25,"Biffi and Manum, 1988",0 in nan_n_NP25,FO,26.84,36.97716421321909
Marche,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,0% in P22,"Biffi and Manum, 1988",0 in plfor_A_P22,LO,26.93,36.96473683501562
Marche,Gonyaulacaceae,Gonyaulacoideae,Ectosphaeropsis,burdigalensis,NA,25% in C6Cn.2r,"Zevenboom, 1995",0.25 in mag_C6Cn.2r,FO,23.18225,37.48223357570505
Marche,Cladopyxiaceae,all,Enneadocysta,multicornuta,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,32.02,36.033778716327966
Marche,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,50% NP21,"Biffi and Manum, 1988",0.5 in nan_n_NP21,FO,33.68,35.61709698843237
Marche,Areoligeraceae,all,Glaphyrocysta,semitecta,NA,0% in NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,LO,32.92,35.80786693614361
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,reducta,NA,25% in C5Dn,"Zevenboom, 1995",0.25 in mag_C5Dn,LO,17.4585,38.62013939094179
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pseudooceanica,NA,50% in C6AAn,"Zevenboom, 1995",0.5 in mag_C6AAn,LO,21.121,37.766855057059495
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% in C6Bn.1n,"Montanari et al., 1997",0.5 in mag_C6Bn.1n,LO,21.8515,37.66598617064134
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,truncatum,NA,100% in N5,"Biffi and Manum, 1988",1 in plfor_A_N5,LO,17.59,38.583998522122165
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,truncatum,NA,0% NN1,"Biffi and Manum, 1988",0 in nan_n_NN1,FO,23.13,37.48944835916207
Marche,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% NP21,"Biffi and Manum, 1988",0.5 in nan_n_NP21,FO,33.68,35.61709698843237
Marche,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,minimum,NA,50% in C5ADn,"Zevenboom, 1995",0.5 in mag_C5ADn,LO,14.386,39.464571478001034
Marche,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,obscura,NA,50% in C6n.1n,"Montanari et al., 1997",0.5 in mag_C6n,FO,19.235,38.13189411749647
Marche,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,rectangularis,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,32.92,35.80786693614361
Marche,Gonyaulacaceae,Gonyaulacoideae,Hystrichosphaeropsis,rectangularis,NA,25% in P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,LO,30.005000000000003,36.53957009085183
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,densiverrucosum,NA,50% in C4An,"Zevenboom, 1995",0.5 in mag_C4An,LO,8.938,40.959926
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,densiverrucosum,NA,50% in C4Ar,"Zevenboom, 1995",0.5 in mag_C4Ar,FO,9.4455,40.8213785
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,siciliense,NA,50% in C5ABn,"Zevenboom, 1995",0.5 in mag_C5ABn,FO,13.4855,39.712060849651756
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,eugubinum,NA,0% in N8,"Biffi and Manum, 1988",0 in plfor_A_N8,FO,16.38,38.916549482363564
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,tectum,NA,100% in N8,"Biffi and Manum, 1988",1 in plfor_A_N8,LO,15.1,39.268338927908175
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,minus,NA,100% in NN4,"Biffi and Manum, 1988",1 in nan_n_NN4,LO,14.91,39.32055767373121
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,minus,NA,50% NP25,"Biffi and Manum, 1988",0.5 in nan_n_NP25,FO,24.985,37.233306286190576
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,tectum,NA,0% NP25,"Biffi and Manum, 1988",0 in nan_n_NP25,FO,26.84,36.97716421321909
Marche,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,dispertitum,NA,50% in P21,"Biffi and Manum, 1988",0.5 in plfor_A_P21,LO,28.055,36.809394607472264
Marche,Gonyaulacaceae,other,Imperfectodinium,bulbosum,NA,100% in C5ACn,"Zevenboom, 1995",1 in mag_C5ACn,LO,13.739,39.642390049303664
Marche,Gonyaulacaceae,other,Imperfectodinium,bulbosum,NA,0% in C5B.2n,"Zevenboom, 1995",0 in mag_C5Bn.2n,FO,15.16,39.25184879764827
Marche,Gonyaulacaceae,other,Imperfectodinium,septatum,NA,80% in C5Br,"Zevenboom, 1995",0.8 in mag_C5Br,FO,15.3228,39.20710557754307
Marche,Gonyaulacaceae,other,Imperfectodinium,septatum,NA,25% in C5n,"Zevenboom, 1995",0.25 in mag_C5n,LO,10.738499999999998,40.46703398005102
Marche,Peridiniaceae,Wetzelielloideae,Charlesdowniea,variabilis,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,32.92,35.80786693614361
Marche,Peridiniaceae,Wetzelielloideae,Charlesdowniea,variabilis,NA,25% in P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,LO,30.005000000000003,36.53957009085183
Marche,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,0% in C5Bn.2n,"Zevenboom, 1995",0 in mag_C5Bn.2n,FO,15.16,39.25184879764827
Marche,Gonyaulacaceae,Leptodinioideae,Leptodinium,italicum,NA,0% in NN2,"Biffi and Manum, 1988",0 in nan_n_NN2,LO,22.82,37.532253772974016
Marche,Gonyaulacaceae,Leptodinioideae,Leptodinium,italicum,NA,75% P20,"Biffi and Manum, 1988",0.75 in plfor_A_P20,FO,29.455,36.616079835418304
Marche,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,75% in C6Ar,"Zevenboom, 1995",0.75 in mag_C6Ar,FO,20.8025,37.81083416770177
Marche,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,0% in C6n.2n,"Montanari et al., 1997",0 in mag_C6n,LO,19.722,37.99804922688692
Marche,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,robustum,NA,75% in C4r,"Zevenboom, 1995",0.75 in mag_C4r,LO,8.27375,41.14126625
Marche,Order Gonyaulacales Family uncertain,uncertain,Mendicodinium,robustum,NA,C5An.2n,"Zevenboom, 1995",0 in mag_C5An.2n,FO,12.474,39.9900569622833
Marche,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,reticulensis,NA,0% NP21,"Biffi and Manum, 1988",0 in nan_n_NP21,FO,34.44,35.42632704072114
Marche,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,reticulensis,NA,75% in P20,"Biffi and Manum, 1988",0.75 in plfor_A_P20,LO,29.455,36.616079835418304
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,0% in C3n.3n,"Zevenboom, 1995",0 in mag_C3n.3n,LO,4.896,42.063392
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,pontis,NA,50% in C4n,"Zevenboom, 1995",0.5 in mag_C4n,FO,7.818,41.265686
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,variabile,NA,50% in C5ACn,"Zevenboom, 1995",0.5 in mag_C5ACn,LO,13.9045,39.59690477333676
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,piaseckii,NA,0% in C6AAn,"Zevenboom, 1995",0 in mag_C6AAn,FO,21.159,37.76160794181803
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,placitum,NA,100% in NN4,"Biffi and Manum, 1988",1 in nan_n_NN4,LO,14.91,39.32055767373121
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tiara,NA,50% NP21,"Biffi and Manum, 1988",0.5 in nan_n_NP21,FO,33.68,35.61709698843237
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tiara,NA,100% in NP22,"Biffi and Manum, 1988",1 in nan_n_NP22,LO,32.02,36.033778716327966
Marche,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,placitum,NA,25% NP25,"Biffi and Manum, 1988",0.25 in nan_n_NP25,FO,25.9125,37.10523524970483
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,golzowense,NA,50% in C4An,"Zevenboom, 1995",0.5 in mag_C4An,LO,8.938,40.959926
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,ventricosum,NA,50% C5A.1n,"Zevenboom, 1995",0.5 in mag_C5An.1n,LO,12.1115,40.08968483260355
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,ventricosum,NA,100% in C5Cn,"Zevenboom, 1995",1 in mag_C5Cn,FO,15.974,39.028132697122246
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,striatogranulosum,NA,50% in C5n,"Zevenboom, 1995",0.5 in mag_C5n,LO,10.421,40.55429425267634
Marche,Peridiniaceae,Deflandreoideae,Palaeocystodinium,striatogranulosum,NA,100% in C6Bn.1n,"Montanari et al., 1997",1 in mag_C6Bn.1n,FO,21.767,37.6776540979546
Marche,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,imaginatum,NA,50% in NN1,"Biffi and Manum, 1988",0.5 in nan_n_NN1,LO,22.975,37.51085106606804
Marche,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,laticinctum,NA,100% in NN4,"Biffi and Manum, 1988",1 in nan_n_NN4,LO,14.91,39.32055767373121
Marche,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,imaginatum,NA,50% P20,"Biffi and Manum, 1988",0.5 in plfor_A_P20,FO,29.73,36.57810729090771
Marche,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,goniferum,NA,0% P21,"Biffi and Manum, 1988",0 in plfor_A_P21,FO,29.18,36.654052379928906
Marche,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,goniferum,NA,100% in P22,"Biffi and Manum, 1988",1 in plfor_A_P22,LO,23.5,37.43835802654781
Marche,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,comatum,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,LO,30.005000000000003,36.53957009085183
Marche,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,comatum,NA,0% NP22,"Biffi and Manum, 1988",0 in nan_n_NP22,FO,32.92,35.80786693614361
Marche,Gonyaulacaceae,other,Pyxidinopsis,protospinosus,NA,50% in C5ACn,"Zevenboom, 1995",0.5 in mag_C5ACn,LO,13.9045,39.59690477333676
Marche,Gonyaulacaceae,other,Pyxidinopsis,ovis,NA,50% in C5ADn,"Zevenboom, 1995",0.5 in mag_C5ADn,LO,14.386,39.464571478001034
Marche,Gonyaulacaceae,other,Pyxidinopsis,protospinosus,NA,0% in C6AAn,"Zevenboom, 1995",0 in mag_C6AAn,FO,21.159,37.76160794181803
Marche,Gonyaulacaceae,other,Pyxidinopsis,tuberculata,NA,50% in C6An.1n,"Montanari et al., 1997",0.5 in mag_C6An.1n,FO,20.1265,37.90417758620782
Marche,Gonyaulacaceae,other,Pyxidinopsis,elliptica,NA,50% NP25,"Biffi and Manum, 1988",0.5 in nan_n_NP25,FO,24.985,37.233306286190576
Marche,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,100% in NN4,"Biffi and Manum, 1988",1 in nan_n_NN4,LO,14.91,39.32055767373121
Marche,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,25% P20,"Biffi and Manum, 1988",0.25 in plfor_A_P20,FO,30.005000000000003,36.53957009085183
Marche,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,conerae,NA,50% in C6An.2n,"Montanari et al., 1997",0.5 in mag_C6An.2n,FO,20.573999999999998,37.84238590014058
Marche,Peridiniaceae,Deflandreoideae,Sumatradinium,soucouyantae,NA,25% in C6n.2n,"Montanari et al., 1997",0.25 in mag_C6n,FO,19.4785,38.064971672191696
Marche,Gonyaulacaceae,Leptodinioideae,Systematophora,urbinii,NA,50% in C6An.1n,"Montanari et al., 1997",0.5 in mag_C6An.1n,FO,20.1265,37.90417758620782
Marche,Gonyaulacaceae,Leptodinioideae,Systematophora,urbinii,NA,100% in NN1,"Biffi and Manum, 1988",1 in nan_n_NN1,LO,22.82,37.532253772974016
Marche,Gonyaulacaceae,Gonyaulacoideae,Unipontidinium,aquaeductum,NA,0% in C5An,"Zevenboom, 1995",0 in mag_C5An,LO,12.474,39.9900569622833
