source,geography,core or outcrop,location,lat,long,age,miinage,maxage,paleolatitude,lower,upper,interpolated,stable,,,pal_lat source,tier,version
"Tocher and Jarvis, 1996",France,outcrop,Cordebugle,49.11,0.38,110,95,110,40.8055,39.25365,42.4145,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Vasilyeva and Musatov, 2022",Crimea,outcrop,Crimea,33.85,44.75,37,37,45,20.77185,19.39583,22.19732,FALSE,TRUE,503,Arabia,"Vaes et al., 2023",3,2
"Vasilyeva and Musatov, 2022",Crimea,outcrop,Crimea,33.85,44.75,45,37,45,18.86703,17.65401,20.11828,TRUE,TRUE,503,Arabia,"Vaes et al., 2023",3,2
"Pearce et al., 2020",UK,outcrop,culver cliff,50.6655,-1.106,90,90,100,43.63958,42.31954,45,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Pearce et al., 2020",UK,outcrop,culver cliff,50.6655,-1.106,94,90,100,43.45903,41.59745,45.39861,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Pearce et al., 2020",UK,outcrop,culver cliff,50.6655,-1.106,100,90,100,43.0571,41.31138,44.87238,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,2
"Poulsen, 1998",Poland,outcrop,Czestochowa,50.7,19.4,163,163,169,41.52808,38.45988,44.82342,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Poulsen, 1998",Poland,outcrop,Czestochowa,50.7,19.4,169,163,169,42.26096,38.99194,45.78496,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Schiøler, 1993",Denmark,core,Dan Field,55.5,5.08,63,63,73,45.01355,43.99965,46.04981,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Schiøler, 1993",Denmark,core,Dan Field,55.5,5.08,64,63,73,45.01602,43.92859,46.12878,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Schiøler, 1993",Denmark,core,Dan Field,55.5,5.08,73,63,73,46.19177,45.00639,47.40661,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen, 1992",Denmark,core,Denmark1,55.9,10.1,145,145,163,42.94931,40.94254,45.06714,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
"Poulsen, 1992",Denmark,core,Denmark1,55.9,10.1,152,145,163,43.15038,40.43368,46.03748,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
"Poulsen, 1992",Denmark,core,Denmark1,55.9,10.1,158,145,163,44.31296,41.4064,47.41061,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
"Poulsen, 1992",Denmark,core,Denmark1,55.9,10.1,163,145,163,44.39891,41.32546,47.68763,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Denmark,core/outcrop,Denmark2,56.8,9.7,180,180,193,48.18478,46.17166,50.29323,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Denmark,core/outcrop,Denmark2,56.8,9.7,182,180,193,48.92073,47.24821,50.64866,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Denmark,core/outcrop,Denmark2,56.8,9.7,189,180,193,48.3378,46.95671,49.75699,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
Bucefalo Palliani and Riding 2003,Denmark,core/outcrop,Denmark2,56.8,9.7,193,180,193,46.74883,45.25805,48.28711,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,137,137,230,44.02843,42.83255,45.26656,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,152,137,230,44.19619,41.4779,47.08136,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,158,137,230,45.14856,42.24052,48.2444,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,172,137,230,44.90043,41.52573,48.53203,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,182,137,230,48.31908,46.64694,50.04743,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,189,137,230,47.58451,46.20375,49.00405,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,203,137,230,41.98085,40.2163,43.81742,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,209,137,230,38.05019,36.76998,39.37054,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,217,137,230,33.50725,32.42226,34.62271,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,224,137,230,30.93186,29.36405,32.56561,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Poulsen and Riding, 2003",North Sea,core/outcrop,Denmark3,57.3,6.64,230,137,230,29.0565,27.07939,31.15098,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",4,1
"Piasecki et al., 1992",Greenland,outcrop,Disko,69.75,-53,57,57,66,56.84788,55.9049,57.8049,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Piasecki et al., 1992",Greenland,outcrop,Disko,69.75,-53,60,57,66,56.52777,55.73276,57.33276,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Piasecki et al., 1992",Greenland,outcrop,Disko,69.75,-53,64,57,66,56.7182,55.62758,57.82759,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Piasecki et al., 1992",Greenland,outcrop,Disko,69.75,-53,66,57,66,56.92669,55.81418,58.05862,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",3,1
"Louwye et al., 2004",Belgium,outcrop,Doel,51.3,4.2,0,0,14,51.3,NA,NA,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Louwye et al., 2004",Belgium,outcrop,Doel,51.3,4.2,1,0,14,51.10817,50.41261,51.81263,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Louwye et al., 2004",Belgium,outcrop,Doel,51.3,4.2,4,0,14,49.65179,48.36762,50.9678,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Louwye et al., 2004",Belgium,outcrop,Doel,51.3,4.2,14,0,14,46.90799,45.73956,48.10445,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,136,136,209,38.70617,37.61345,39.83644,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,152,136,209,38.26406,35.55411,41.15966,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,158,136,209,38.84484,35.94716,41.95371,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,172,136,209,37.9924,34.63254,41.64355,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,182,136,209,41.14758,39.47969,42.8807,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,189,136,209,40.33347,38.9556,41.7562,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,203,136,209,34.71854,32.95788,36.55972,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Woollam and Riding, 1983",England,outcrop,Dorset-Yorkshire,52,-2,209,136,209,30.80345,29.52482,32.12566,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,0,0,61,30.6,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,1,0,61,30.2146,29.52087,30.92101,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,4,0,61,29.192,27.91354,30.51445,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,21,0,61,28.48932,27.40483,29.60539,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,28,0,61,29.48757,28.50036,30.50076,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,37,0,61,28.27226,26.89727,29.69844,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,56,0,61,27.83876,26.85162,28.85205,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,60,0,61,28.8152,28.02343,29.62365,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Williams and Bujak, 1977",N atlantic,core,DSDP 1-6,30.6,-80.8,61,0,61,29.02717,28.1622,29.9125,TRUE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",5,1
"Tocher and Jarvis, 1995",France,outcrop,Duneau,49.2,0.42,92,92,101,42.05118,40.46119,43.70211,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Tocher and Jarvis, 1995",France,outcrop,Duneau,49.2,0.42,94,92,101,41.94239,40.08188,43.8832,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Tocher and Jarvis, 1995",France,outcrop,Duneau,49.2,0.42,101,92,101,41.48407,39.75858,43.27969,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"De Vernal et al., 1992",N atlantic,core,E67-135,20,-85,0,0,2,20,NA,NA,FALSE,TRUE,2022,Cuba segment,"Vaes et al., 2023",1,1
"De Vernal et al., 1992",N atlantic,core,E67-135,20,-85,1,0,2,19.63363,18.9396,20.33979,FALSE,TRUE,2022,Cuba segment,"Vaes et al., 2023",1,1
"De Vernal et al., 1992",N atlantic,core,E67-135,20,-85,2,0,2,19.33313,18.44375,20.2443,TRUE,TRUE,2022,Cuba segment,"Vaes et al., 2023",1,1
"Prince et al., 2008",North Sea,outcrop,east Kent,52.1,1.6,80,80,90,43.6265,42.36615,44.92205,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Prince et al., 2008",North Sea,outcrop,east Kent,52.1,1.6,82,80,90,43.88438,42.6023,45.20266,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Prince et al., 2008",North Sea,outcrop,east Kent,52.1,1.6,89,80,90,45.11359,43.9285,46.32875,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Prince et al., 2008",North Sea,outcrop,east Kent,52.1,1.6,90,80,90,45.051,43.73042,46.41083,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding et al., 2001b",North Sea,core/outcrop,Europe compilation,57.3,6.64,150,150,170,44.17383,41.65852,46.83939,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding et al., 2001b",North Sea,core/outcrop,Europe compilation,57.3,6.64,152,150,170,44.19619,41.4779,47.08136,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding et al., 2001b",North Sea,core/outcrop,Europe compilation,57.3,6.64,158,150,170,45.14856,42.24052,48.2444,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding et al., 2001b",North Sea,core/outcrop,Europe compilation,57.3,6.64,170,150,170,44.93588,41.62784,48.49094,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 2001",North Sea,core,Faroe-Shetland,60.2,-2,54,54,66,50.45263,49.42059,51.50488,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 2001",North Sea,core,Faroe-Shetland,60.2,-2,56,54,66,50.19118,49.20044,51.20052,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 2001",North Sea,core,Faroe-Shetland,60.2,-2,60,54,66,49.57297,48.77899,50.37903,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 2001",North Sea,core,Faroe-Shetland,60.2,-2,64,54,66,49.64052,48.55186,50.75197,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Mudge and Bujak, 2001",North Sea,core,Faroe-Shetland,60.2,-2,66,54,66,49.89369,48.78321,51.02777,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Smelror et al., 1991",Portugal,outcrop,Figueira Da Foz,40.12,-8.79,158,158,168,31.78156,28.89188,34.90176,FALSE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Smelror et al., 1991",Portugal,outcrop,Figueira Da Foz,40.12,-8.79,168,158,168,30.78297,27.56463,34.29371,TRUE,TRUE,304,Iberia,"Vaes et al., 2023",3,1
"Tocher and Jarvis, 1994",France,outcrop,Fumichon,49.15,0.5,95,95,100,41.82439,39.9832,43.7445,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Tocher and Jarvis, 1994",France,outcrop,Fumichon,49.15,0.5,100,95,100,41.49743,39.75268,43.31383,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Krijgsman et al., 1995",Italy,outcrop,Gibliscemi,37.15,14.4,7,7,10,34.53757,33.29244,35.82249,TRUE,TRUE,715,Africa,"Vaes et al., 2023",1,1
"Krijgsman et al., 1995",Italy,outcrop,Gibliscemi,37.15,14.4,10,7,10,33.53855,32.32782,34.78726,TRUE,TRUE,715,Africa,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,0,0,10,29.3,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,1,0,10,28.94519,28.2515,29.65164,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,2,0,10,29.058436,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,3,0,10,28.937654,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,4,0,10,28.10536,26.82697,29.42791,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,5,0,10,28.69609,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,6,0,10,28.575308,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,7,0,10,28.454526,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,8,0,10,28.333744,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,9,0,10,28.212962,NA,NA,FALSE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Wrenn and Kokinos, 1986",USA,core,Gulf Coast1,29.3,-87.4,10,0,10,28.09218,26.88223,29.34186,TRUE,TRUE,199,Alleghanian North America,"Vaes et al., 2023",1,1
"Duffield and Stein, 1986",USA,core,Gulf Coast2,29.4,-93.4,5,5,35,28.44512,27.17812,29.7555,TRUE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Duffield and Stein, 1986",USA,core,Gulf Coast2,29.4,-93.4,21,5,35,28.96967,27.88515,30.08571,FALSE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Duffield and Stein, 1986",USA,core,Gulf Coast2,29.4,-93.4,28,5,35,30.33147,29.34421,31.3446,FALSE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Duffield and Stein, 1986",USA,core,Gulf Coast2,29.4,-93.4,35,5,35,29.45371,28.16483,30.78802,TRUE,TRUE,101,North America,"Vaes et al., 2023",3,1
"Guerrero-Murcia and Helenes, 2022",Venezuela,core,Gulf of Guinea,10.65,-72.09,65,65,100,5.28393,4.1782,6.40127,TRUE,TRUE,2030,Maracaibo Block,"Vaes et al., 2023",5,2
"Guerrero-Murcia and Helenes, 2022",Venezuela,core,Gulf of Guinea,10.65,-72.09,82,65,100,5.95755,4.66573,7.26708,FALSE,TRUE,2030,Maracaibo Block,"Vaes et al., 2023",5,2
"Guerrero-Murcia and Helenes, 2022",Venezuela,core,Gulf of Guinea,10.65,-72.09,89,65,100,9.74571,8.55677,10.95783,FALSE,TRUE,2030,Maracaibo Block,"Vaes et al., 2023",5,2
"Guerrero-Murcia and Helenes, 2022",Venezuela,core,Gulf of Guinea,10.65,-72.09,94,65,100,12.76417,10.89766,14.70184,FALSE,TRUE,2030,Maracaibo Block,"Vaes et al., 2023",5,2
"Guerrero-Murcia and Helenes, 2022",Venezuela,core,Gulf of Guinea,10.65,-72.09,100,65,100,13.42765,11.67815,15.24168,TRUE,TRUE,2030,Maracaibo Block,"Vaes et al., 2023",5,2
"Davey, 1982",Denmark,core,Haldager 1,57,9.5,125,125,152,45.21738,44.2635,46.1909,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Davey, 1982",Denmark,core,Haldager 1,57,9.5,131,125,152,43.59895,42.80581,44.40589,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Davey, 1982",Denmark,core,Haldager 1,57,9.5,134,125,152,43.72369,42.83234,44.63246,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Davey, 1982",Denmark,core,Haldager 1,57,9.5,152,125,152,44.17167,41.45341,47.05688,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Feist-Burkhardt, 1990",Germany,core,Hausen,48.5,9.78,168,168,174,37.63906,34.41213,41.13646,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Feist-Burkhardt, 1990",Germany,core,Hausen,48.5,9.78,172,168,174,37.84841,34.48881,41.49993,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Feist-Burkhardt, 1990",Germany,core,Hausen,48.5,9.78,174,168,174,38.70523,35.68387,41.97295,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,66,66,150,56.83396,55.72148,57.96592,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,82,66,150,58.55373,57.26611,59.86608,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,89,66,150,59.62611,58.4363,60.83625,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,94,66,150,59.10907,57.23508,61.03493,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,114,66,150,57.66183,56.17878,59.17876,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,120,66,150,55.73306,54.64272,56.84274,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,131,66,150,52.80894,52.01449,53.61451,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,134,66,150,52.99958,52.10656,53.90659,FALSE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Nøhr-Hansen et al., 2019",Greenland,core/outcrop,Hold With Hope,73.64,-21.13,150,66,150,53.32214,50.7932,55.97171,TRUE,TRUE,102,Greenland,"Vaes et al., 2023",4,1
"Eshet et al., 1992",Israel,outcrop,Hor Harar,30.5,35.05,63,63,67,13.54763,12.53319,14.58388,TRUE,TRUE,508,"Sinai, Africa","Vaes et al., 2023",3,1
"Eshet et al., 1992",Israel,outcrop,Hor Harar,30.5,35.05,64,63,67,13.40717,12.31908,14.51989,FALSE,TRUE,508,"Sinai, Africa","Vaes et al., 2023",3,1
"Eshet et al., 1992",Israel,outcrop,Hor Harar,30.5,35.05,67,63,67,13.42206,12.30142,14.56898,TRUE,TRUE,508,"Sinai, Africa","Vaes et al., 2023",3,1
"Riding and Thomas, 1997",Scotland,outcrop,Isle of Skye,57.6,-6.24,152,152,167,43.58592,40.86856,46.47222,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1997",Scotland,outcrop,Isle of Skye,57.6,-6.24,158,152,167,43.85809,40.95233,46.95672,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1997",Scotland,outcrop,Isle of Skye,57.6,-6.24,167,152,167,42.8039,39.60065,46.25024,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Duxbury, 1983",UK,outcrop,Isle of Wright,50.65,-1.3,110,110,127,42.37558,40.82297,43.98371,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Duxbury, 1983",UK,outcrop,Isle of Wright,50.65,-1.3,114,110,127,42.10681,40.63144,43.63208,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Duxbury, 1983",UK,outcrop,Isle of Wright,50.65,-1.3,120,110,127,40.20874,39.12248,41.32277,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Duxbury, 1983",UK,outcrop,Isle of Wright,50.65,-1.3,127,110,127,38.30631,37.40707,39.22545,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Śliwińska et al., 2012",Denmark,core,Jutland,56.5,9,25,25,34,49.69106,48.6584,50.7442,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",1,1
"Śliwińska et al., 2012",Denmark,core,Jutland,56.5,9,28,25,34,49.21437,48.22385,50.22394,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",1,1
"Śliwińska et al., 2012",Denmark,core,Jutland,56.5,9,34,25,34,49.25268,48.00152,50.53504,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",1,1
"Dybkjær and Piasecki, 2008, 2010",Denmark,core,Jylland,56,9.2,0,0,25,56,NA,NA,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Dybkjær and Piasecki, 2008, 2010",Denmark,core,Jylland,56,9.2,1,0,25,55.8473,55.1512,56.55121,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Dybkjær and Piasecki, 2008, 2010",Denmark,core,Jylland,56,9.2,4,0,25,54.47812,53.19209,55.79215,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Dybkjær and Piasecki, 2008, 2010",Denmark,core,Jylland,56,9.2,21,0,25,49.83444,48.74573,50.94584,FALSE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Dybkjær and Piasecki, 2008, 2010",Denmark,core,Jylland,56,9.2,25,0,25,49.19635,48.16381,50.24962,TRUE,TRUE,301,Baltica,"Vaes et al., 2023",3,1
"Dimter and Smelror, 1990",Germany,outcrop,Kandern,48.56,9.36,161,161,166,37.25133,34.25659,40.47904,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Dimter and Smelror, 1990",Germany,outcrop,Kandern,48.56,9.36,166,161,166,37.4938,34.33327,40.91422,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",Russia,outcrop,Kelimyar,72,124.5,174,174,189,85.49905,82.37031,88.48647,TRUE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",Russia,outcrop,Kelimyar,72,124.5,182,174,189,80.72657,79.03305,82.43236,FALSE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"vd Schootbrugge et al., 2019a",Russia,outcrop,Kelimyar,72,124.5,189,174,189,77.17534,75.78128,78.58092,FALSE,TRUE,401,Siberia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1988",UK,outcrop,Kimmeridge,50.6,-2.25,144,144,160,37.0831,35.18279,39.09736,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1988",UK,outcrop,Kimmeridge,50.6,-2.25,152,144,160,36.85537,34.14711,39.75318,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1988",UK,outcrop,Kimmeridge,50.6,-2.25,158,144,160,37.44143,34.54572,40.55291,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Riding and Thomas, 1988",UK,outcrop,Kimmeridge,50.6,-2.25,160,144,160,37.32663,34.36496,40.51569,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Bailey et al., 1997",UK,outcrop,Kimmeridge Clay N Yorkshire,54.2,-0.8,150,150,157,40.57687,38.06639,43.24838,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Bailey et al., 1997",UK,outcrop,Kimmeridge Clay N Yorkshire,54.2,-0.8,152,150,157,40.53183,37.8189,43.42362,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Bailey et al., 1997",UK,outcrop,Kimmeridge Clay N Yorkshire,54.2,-0.8,157,150,157,41.04351,38.17368,44.11241,TRUE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Smelror, 1988b",svalbard,outcrop,Kong Karls Land,78.5,28.1,158,158,176,67.394,64.44207,70.43979,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
"Smelror, 1988b",svalbard,outcrop,Kong Karls Land,78.5,28.1,172,158,176,65.65675,62.22715,69.22402,FALSE,TRUE,315,Eurasia,"Vaes et al., 2023",3,1
